"codigo";"ano";"mes";"latitude";"longitude";"mm.sum"
"355030840A";2014;12;-23,59;-46,574;217,698930141
"355030840A";2015;1;-23,59;-46,574;162,534269123445
"355030840A";2015;2;-23,59;-46,574;207,5386
"355030840A";2015;3;-23,59;-46,574;91,01334
"355030841A";2013;9;-23,571;-46,608;77,457258587
"355030841A";2013;10;-23,571;-46,608;143,796259274
"355030841A";2013;11;-23,571;-46,608;148,553118445
"355030841A";2013;12;-23,571;-46,608;95,691607889
"355030841A";2014;1;-23,571;-46,608;163,412823558
"355030841A";2014;2;-23,571;-46,608;55,98536
"355030841A";2014;3;-23,571;-46,608;147,34958
"355030841A";2014;4;-23,571;-46,608;90,41546
"355030841A";2014;5;-23,571;-46,608;67,484717032
"355030841A";2014;6;-23,571;-46,608;22,90484
"355030841A";2014;7;-23,571;-46,608;27
"355030841A";2014;8;-23,571;-46,608;15,8
"355030841A";2014;9;-23,571;-46,608;60,23896
"355030841A";2014;10;-23,571;-46,608;7
"355030841A";2014;11;-23,571;-46,608;104,566589766868
"355030841A";2014;12;-23,571;-46,608;201,21108
"355030841A";2015;1;-23,571;-46,608;206,755758672257
"355030841A";2015;2;-23,571;-46,608;202,748778488235
"355030842A";2013;11;-23,612;-46,617;0
"355030842A";2013;12;-23,612;-46,617;93,815046104
"355030842A";2014;1;-23,612;-46,617;156,933516713
"355030842A";2014;2;-23,612;-46,617;133,566144331
"355030842A";2014;3;-23,612;-46,617;193,684330679
"355030842A";2014;4;-23,612;-46,617;79,509245472
"355030842A";2014;5;-23,612;-46,617;62,377279427
"355030842A";2014;6;-23,612;-46,617;25,165891289
"355030842A";2014;7;-23,612;-46,617;28,642529442
"355030842A";2014;8;-23,612;-46,617;26,629242659674
"355030842A";2014;9;-23,612;-46,617;72,5683625377907
"355030842A";2014;10;-23,612;-46,617;16,8536
"355030842A";2014;11;-23,612;-46,617;139,97516448156
"355030842A";2014;12;-23,612;-46,617;239,57791509
"355030842A";2015;1;-23,612;-46,617;259,932908210059
"355030842A";2015;2;-23,612;-46,617;96,4
"355030842A";2015;3;-23,612;-46,617;46,4
"355030843A";2015;3;-23,436;-46,751;257,754696201881
"355030844A";2013;10;-23,767;-46,68;0,2
"355030844A";2013;11;-23,767;-46,68;166,261213814
"355030844A";2013;12;-23,767;-46,68;76,150124532
"355030844A";2014;1;-23,767;-46,68;206,161608496
"355030844A";2014;2;-23,767;-46,68;119,785437154
"355030844A";2014;3;-23,767;-46,68;244,139259425
"355030844A";2014;4;-23,767;-46,68;53,155875104
"355030844A";2014;5;-23,767;-46,68;56,445622777
"355030844A";2014;6;-23,767;-46,68;40,204553104
"355030844A";2014;7;-23,767;-46,68;27,765937955
"355030844A";2014;8;-23,767;-46,68;39,7188866058296
"355030844A";2014;9;-23,767;-46,68;79,9323380763025
"355030844A";2014;10;-23,767;-46,68;25,3433592875325
"355030844A";2014;11;-23,767;-46,68;78,9069507841247
"355030844A";2014;12;-23,767;-46,68;68,92997632
"355030844A";2015;1;-23,767;-46,68;14,2478235094787
"355030844A";2015;2;-23,767;-46,68;50,6714133038461
"355030844A";2015;3;-23,767;-46,68;0,6
"355030845A";2013;10;-23,711;-46,704;4,538471964
"355030845A";2013;11;-23,711;-46,704;124,45467653
"355030845A";2013;12;-23,711;-46,704;100,279764911
"355030845A";2014;1;-23,711;-46,704;166,116641936
"355030845A";2014;2;-23,711;-46,704;140,482402371
"355030845A";2014;3;-23,711;-46,704;196,374056033
"355030845A";2014;4;-23,711;-46,704;64,550596204
"355030845A";2014;5;-23,711;-46,704;51,831723114
"355030845A";2014;6;-23,711;-46,704;34,253418312
"355030845A";2014;7;-23,711;-46,704;28,883169462
"355030845A";2014;8;-23,711;-46,704;37,7167436654508
"355030845A";2014;9;-23,711;-46,704;78,0838224616498
"355030845A";2014;10;-23,711;-46,704;13,0761700977491
"355030845A";2014;11;-23,711;-46,704;113,648844163777
"355030845A";2014;12;-23,711;-46,704;280,787460143
"355030845A";2015;1;-23,711;-46,704;207,869831925335
"355030845A";2015;2;-23,711;-46,704;219,040309111268
"355030845A";2015;3;-23,711;-46,704;242,304804438355
"355030846A";2015;3;-23,589;-46,738;136,21334282063
"355030847A";2013;10;-23,728;-46,697;0,2
"355030847A";2013;11;-23,728;-46,697;131,459926047
"355030847A";2013;12;-23,728;-46,697;92,195358479
"355030847A";2014;1;-23,728;-46,697;220,854767401
"355030847A";2014;2;-23,728;-46,697;95,589829915
"355030847A";2014;3;-23,728;-46,697;23,03034
"355030847A";2014;12;-23,728;-46,697;246,706121829
"355030847A";2015;1;-23,728;-46,697;158,23118254008
"355030847A";2015;2;-23,728;-46,697;196,6249
"355030847A";2015;3;-23,728;-46,697;263,1256
"355030848A";2015;3;-23,5;-46,451;187,544487456745
"355030849A";2015;3;-23,575;-46,526;376,144583478188
"355030850A";2014;12;-23,62036;-46,45688;133,529474241
"355030850A";2015;1;-23,62036;-46,45688;168,121552051172
"355030850A";2015;2;-23,62036;-46,45688;314,966558504175
"355030850A";2015;3;-23,62036;-46,45688;237,598465904645
"355030851A";2015;3;-23,48;-46,762;207,196319243351
"355030852A";2013;10;-23,72;-46,702;0,2
"355030852A";2013;11;-23,72;-46,702;141,47573138
"355030852A";2013;12;-23,72;-46,702;105,337290822
"355030852A";2014;1;-23,72;-46,702;187,650282236
"355030853A";2015;3;-23,563;-46,703;149,438228431206
"355030854A";2013;10;-23,502;-46,591;0,2
"355030854A";2013;11;-23,502;-46,591;120,093310032
"355030854A";2013;12;-23,502;-46,591;79,223918303
"355030854A";2014;1;-23,502;-46,591;68,458085535
"355030855A";2013;10;-23,462;-46,712;0,2
"355030855A";2013;11;-23,462;-46,712;122,223389942
"355030855A";2013;12;-23,462;-46,712;1329,155136991
"355030855A";2014;1;-23,462;-46,712;490,726433039
"355030855A";2015;3;-23,462;-46,712;204,2456017244
"355030856A";2014;12;-23,64412;-46,60851;190,482102679
"355030856A";2015;1;-23,64412;-46,60851;244,733658680958
"355030856A";2015;2;-23,64412;-46,60851;236,65196797209
"355030856A";2015;3;-23,64412;-46,60851;220,642158494492
"355030857A";2013;11;-23,541;-46,629;73,343658163
"355030857A";2013;12;-23,541;-46,629;126,42585519
"355030857A";2014;1;-23,541;-46,629;160,259311459
"355030857A";2014;2;-23,541;-46,629;0
"355030857A";2014;3;-23,541;-46,629;0
"355030857A";2014;4;-23,541;-46,629;0
"355030857A";2014;5;-23,541;-46,629;0
"355030857A";2014;6;-23,541;-46,629;0
"355030857A";2014;7;-23,541;-46,629;0
"355030857A";2014;8;-23,541;-46,629;0
"355030857A";2014;9;-23,541;-46,629;0
"355030857A";2014;10;-23,541;-46,629;0
"355030857A";2014;11;-23,541;-46,629;0
"355030857A";2014;12;-23,541;-46,629;0
"355030857A";2015;1;-23,541;-46,629;44,894465552649
"355030857A";2015;2;-23,541;-46,629;246,969771055274
"355030857A";2015;3;-23,541;-46,629;285,367953060171
"355030858A";2013;10;-23,736;-46,78;0,2
"355030858A";2013;11;-23,736;-46,78;139,995030883
"355030858A";2013;12;-23,736;-46,78;84,352293157
"355030858A";2014;1;-23,736;-46,78;276,853654032
"355030858A";2014;2;-23,736;-46,78;198,754597716
"355030858A";2014;3;-23,736;-46,78;177,087305197
"355030858A";2014;4;-23,736;-46,78;64,688736834
"355030858A";2014;5;-23,736;-46,78;65,480810371
"355030858A";2014;6;-23,736;-46,78;44,18878
"355030858A";2014;7;-23,736;-46,78;33,59268
"355030858A";2014;8;-23,736;-46,78;36,99268
"355030858A";2014;9;-23,736;-46,78;80,3204093831243
"355030858A";2014;10;-23,736;-46,78;34,1085
"355030858A";2014;11;-23,736;-46,78;39,585513174995
"355030858A";2014;12;-23,736;-46,78;222,591562822
"355030858A";2015;1;-23,736;-46,78;207,29836537267
"355030858A";2015;2;-23,736;-46,78;253,719153280359
"355030858A";2015;3;-23,736;-46,78;256,564716380662
"355030859A";2013;10;-23,569;-46,504;0,2
"355030859A";2013;11;-23,569;-46,504;61,502789313
"355030859A";2013;12;-23,569;-46,504;137,910407294
"355030859A";2014;1;-23,569;-46,504;118,242264332
"355030859A";2014;2;-23,569;-46,504;65,419245132
"355030859A";2014;3;-23,569;-46,504;254,472858862
"355030859A";2014;4;-23,569;-46,504;61,40887326
"355030859A";2014;5;-23,569;-46,504;38,178760241
"355030859A";2014;6;-23,569;-46,504;10,481361144
"355030859A";2014;7;-23,569;-46,504;25,181860663
"355030859A";2014;8;-23,569;-46,504;14,4603682226228
"355030859A";2014;9;-23,569;-46,504;1,99309983678594
"355030859A";2014;10;-23,569;-46,504;21,4512521288656
"355030859A";2014;11;-23,569;-46,504;125,073757726337
"355030859A";2014;12;-23,569;-46,504;185,755790805
"355030859A";2015;1;-23,569;-46,504;168,270821507847
"355030859A";2015;2;-23,569;-46,504;254,04343479301
"355030859A";2015;3;-23,569;-46,504;316,018853452032
"355030860A";2013;10;-23,511;-46,667;0,2
"355030860A";2013;11;-23,511;-46,667;116,675153034
"355030860A";2013;12;-23,511;-46,667;106,278182513
"355030860A";2014;1;-23,511;-46,667;185,788955985
"355030860A";2014;2;-23,511;-46,667;235,982156136
"355030860A";2014;3;-23,511;-46,667;164,689117857
"355030860A";2014;4;-23,511;-46,667;65,526408626
"355030860A";2014;5;-23,511;-46,667;47,011135734
"355030860A";2014;6;-23,511;-46,667;7,512909064
"355030860A";2014;7;-23,511;-46,667;28,185648836
"355030860A";2014;8;-23,511;-46,667;29,4116556235145
"355030860A";2014;9;-23,511;-46,667;61,6866768024205
"355030860A";2014;10;-23,511;-46,667;7,9357307157556
"355030860A";2014;11;-23,511;-46,667;129,536033297816
"355030860A";2014;12;-23,511;-46,667;0
"355030861A";2013;10;-23,705;-46,644;0,2
"355030861A";2013;11;-23,705;-46,644;130,542984494
"355030861A";2013;12;-23,705;-46,644;97,997532367
"355030861A";2014;1;-23,705;-46,644;253,343408012
"355030861A";2014;2;-23,705;-46,644;36,385981704
"355030861A";2014;3;-23,705;-46,644;246,018235582
"355030861A";2014;4;-23,705;-46,644;59,376777338
"355030861A";2014;5;-23,705;-46,644;62,200782721
"355030861A";2014;6;-23,705;-46,644;37,494605546
"355030861A";2014;7;-23,705;-46,644;30,582844973
"355030861A";2014;8;-23,705;-46,644;44,2729983818214
"355030861A";2014;9;-23,705;-46,644;90,4520164001076
"355030861A";2014;10;-23,705;-46,644;18,6567814056305
"355030861A";2014;11;-23,705;-46,644;109,41938776973
"355030861A";2014;12;-23,705;-46,644;306,287004853
"355030861A";2015;1;-23,705;-46,644;238,121377164316
"355030861A";2015;2;-23,705;-46,644;261,37819344111
"355030861A";2015;3;-23,705;-46,644;183,483698240609
"355030862A";2013;11;-23,524;-46,66;50,306504472
"355030862A";2013;12;-23,524;-46,66;124,745663268
"355030862A";2014;1;-23,524;-46,66;183,952356205
"355030862A";2014;2;-23,524;-46,66;181,440452559
"355030862A";2014;3;-23,524;-46,66;160,828913727
"355030862A";2014;4;-23,524;-46,66;71,455173134
"355030862A";2014;5;-23,524;-46,66;42,31565328
"355030862A";2014;6;-23,524;-46,66;8,283193934
"355030862A";2014;7;-23,524;-46,66;27,188993195
"355030862A";2014;8;-23,524;-46,66;31,026369951353
"355030862A";2014;9;-23,524;-46,66;55,9802372408431
"355030862A";2014;10;-23,524;-46,66;9,09424375298492
"355030862A";2014;11;-23,524;-46,66;126,467946183646
"355030862A";2014;12;-23,524;-46,66;215,181121282
"355030862A";2015;1;-23,524;-46,66;132,180683488771
"355030862A";2015;2;-23,524;-46,66;202,642774856311
"355030862A";2015;3;-23,524;-46,66;324,396877343823
"355030863A";2013;10;-23,674;-46,77;0,2
"355030863A";2013;11;-23,674;-46,77;96,887901432
"355030863A";2013;12;-23,674;-46,77;106,159531758
"355030863A";2014;1;-23,674;-46,77;240,946178341
"355030863A";2014;2;-23,674;-46,77;144,029056648
"355030863A";2014;3;-23,674;-46,77;289,351194932
"355030863A";2014;4;-23,674;-46,77;62,039406495
"355030863A";2014;5;-23,674;-46,77;72,281886798
"355030863A";2014;6;-23,674;-46,77;32,100439015
"355030863A";2014;7;-23,674;-46,77;27,743952048
"355030863A";2014;8;-23,674;-46,77;39,9768228089811
"355030863A";2014;9;-23,674;-46,77;67,9190887128948
"355030863A";2014;10;-23,674;-46,77;13,2705462222048
"355030863A";2014;11;-23,674;-46,77;146,02914207505
"355030863A";2014;12;-23,674;-46,77;337,83722323
"355030863A";2015;1;-23,674;-46,77;266,082623423636
"355030863A";2015;2;-23,674;-46,77;284,55943690378
"355030863A";2015;3;-23,674;-46,77;196,142706794102
"355030864A";2013;10;-23,6;-46,468;0,2
"355030864A";2013;11;-23,6;-46,468;151,628931628
"355030864A";2013;12;-23,6;-46,468;95,01908323
"355030864A";2014;1;-23,6;-46,468;143,5579299
"355030864A";2014;2;-23,6;-46,468;66,567773639
"355030864A";2014;3;-23,6;-46,468;252,739698166
"355030864A";2014;4;-23,6;-46,468;57,590330603
"355030864A";2014;5;-23,6;-46,468;44,087566608
"355030864A";2014;6;-23,6;-46,468;20,143503748
"355030864A";2014;7;-23,6;-46,468;28,513084596
"355030864A";2014;8;-23,6;-46,468;32,0098353374325
"355030864A";2014;9;-23,6;-46,468;73,237021793913
"355030864A";2014;10;-23,6;-46,468;14,8990776423864
"355030864A";2014;11;-23,6;-46,468;124,698939452525
"355030864A";2014;12;-23,6;-46,468;175,777004074
"355030864A";2015;1;-23,6;-46,468;222,906142339038
"355030864A";2015;2;-23,6;-46,468;304,038333506993
"355030864A";2015;3;-23,6;-46,468;278,905208399083
"355030865A";2013;10;-23,668;-46,674;0,2
"355030865A";2013;11;-23,668;-46,674;176,068508155
"355030865A";2013;12;-23,668;-46,674;89,914931506
"355030865A";2014;1;-23,668;-46,674;279,12368881
"355030865A";2014;2;-23,668;-46,674;67,243294215
"355030865A";2014;3;-23,668;-46,674;268,364988333
"355030865A";2014;4;-23,668;-46,674;85,403476831
"355030865A";2014;5;-23,668;-46,674;54,210372045
"355030865A";2014;6;-23,668;-46,674;25,811224386
"355030865A";2014;7;-23,668;-46,674;28,323071992
"355030865A";2014;8;-23,668;-46,674;39,449156721257
"355030865A";2014;9;-23,668;-46,674;74,5349703592393
"355030865A";2014;10;-23,668;-46,674;17,3994090520279
"355030865A";2014;11;-23,668;-46,674;143,893286835417
"355030865A";2014;12;-23,668;-46,674;300,646250272
"355030865A";2015;1;-23,668;-46,674;321,182563932107
"355030865A";2015;2;-23,668;-46,674;297,99477780196
"355030865A";2015;3;-23,668;-46,674;180,159971520135
"355030866A";2015;3;-23,519;-46,521;159,283136171497
"355030868A";2013;10;-23,829;-46,724;0,2
"355030868A";2013;11;-23,829;-46,724;131,812321321
"355030868A";2013;12;-23,829;-46,724;76,214508336
"355030868A";2014;1;-23,829;-46,724;131,977097343
"355030868A";2014;2;-23,829;-46,724;108,68134
"355030868A";2014;3;-23,829;-46,724;149,68028
"355030868A";2014;4;-23,829;-46,724;81,58642
"355030868A";2014;5;-23,829;-46,724;59,8
"355030868A";2014;6;-23,829;-46,724;47,58536
"355030868A";2014;7;-23,829;-46,724;49,94616
"355030868A";2014;8;-23,829;-46,724;38,51216
"355030868A";2014;9;-23,829;-46,724;89,41936
"355030868A";2014;10;-23,829;-46,724;6,2
"355030868A";2014;11;-23,829;-46,724;9
"355030868A";2014;12;-23,829;-46,724;213,16308716
"355030868A";2015;1;-23,829;-46,724;156,30859654757
"355030868A";2015;2;-23,829;-46,724;246,03700999032
"355030868A";2015;3;-23,829;-46,724;210,921955662735
"355030869A";2013;10;-23,584;-46,561;0,2
"355030869A";2013;11;-23,584;-46,561;123,427301273
"355030869A";2013;12;-23,584;-46,561;90,424857439
"355030869A";2014;1;-23,584;-46,561;182,532240242
"355030869A";2014;2;-23,584;-46,561;101,111085998
"355030869A";2014;3;-23,584;-46,561;231,084563697
"355030869A";2014;4;-23,584;-46,561;79,327069272
"355030869A";2014;5;-23,584;-46,561;54,523572319
"355030869A";2014;6;-23,584;-46,561;15,402995087
"355030869A";2014;7;-23,584;-46,561;37,894200742
"355030869A";2014;8;-23,584;-46,561;30,8087550614744
"355030869A";2014;9;-23,584;-46,561;67,4315478582333
"355030869A";2014;10;-23,584;-46,561;8,75974
"355030869A";2014;11;-23,584;-46,561;112,275444070989
"355030869A";2014;12;-23,584;-46,561;243,465622223
"355030869A";2015;1;-23,584;-46,561;280,319225795328
"355030869A";2015;2;-23,584;-46,561;296,075935237006
"355030869A";2015;3;-23,584;-46,561;382,750938811818
"355030870A";2015;3;-23,649;-46,64;188,737515383608
"355030871A";2013;10;-23,587;-46,602;0,2
"355030871A";2013;11;-23,587;-46,602;191,723534333
"355030871A";2013;12;-23,587;-46,602;91,587538293
"355030871A";2014;1;-23,587;-46,602;187,468781749
"355030871A";2014;2;-23,587;-46,602;85,527859837
"355030871A";2014;3;-23,587;-46,602;174,005769822
"355030871A";2014;4;-23,587;-46,602;97,500325566
"355030871A";2014;5;-23,587;-46,602;62,132731934
"355030871A";2014;6;-23,587;-46,602;22,520670355
"355030871A";2014;7;-23,587;-46,602;27,388381775
"355030871A";2014;8;-23,587;-46,602;30,3859091441138
"355030871A";2014;9;-23,587;-46,602;71,6093248948554
"355030871A";2014;10;-23,587;-46,602;5,97804
"355030871A";2014;11;-23,587;-46,602;123,736310416676
"355030871A";2014;12;-23,587;-46,602;196,851646248
"355030871A";2015;1;-23,587;-46,602;325,77119836713
"355030871A";2015;2;-23,587;-46,602;351,179271854503
"355030871A";2015;3;-23,587;-46,602;429,243373817236
"355030873A";2015;3;-23,407;-46,753;219,871775560983
"355030874A";2013;10;-23,489;-46,727;0,2
"355030874A";2013;11;-23,489;-46,727;116,715364244
"355030874A";2013;12;-23,489;-46,727;110,398169558
"355030874A";2014;1;-23,489;-46,727;189,868318869
"355030874A";2014;2;-23,489;-46,727;166,356734408
"355030874A";2014;3;-23,489;-46,727;193,070167324
"355030874A";2014;4;-23,489;-46,727;62,555416295
"355030874A";2014;5;-23,489;-46,727;55,534446795
"355030874A";2014;6;-23,489;-46,727;8,117248705
"355030874A";2014;7;-23,489;-46,727;33,331556424
"355030874A";2014;8;-23,489;-46,727;33,534162951014
"355030874A";2014;9;-23,489;-46,727;78,6076636129901
"355030874A";2014;10;-23,489;-46,727;34,5421688677472
"355030874A";2014;11;-23,489;-46,727;165,457005570142
"355030874A";2014;12;-23,489;-46,727;229,578349306
"355030874A";2015;1;-23,489;-46,727;248,916504013608
"355030874A";2015;2;-23,489;-46,727;185,212868991065
"355030874A";2015;3;-23,489;-46,727;266,134146911739
"355030875A";2013;11;-23,622;-46,501;143,90761533
"355030875A";2013;12;-23,622;-46,501;158,883867235
"355030875A";2014;1;-23,622;-46,501;183,812481504
"355030875A";2014;2;-23,622;-46,501;90,076199207
"355030875A";2014;3;-23,622;-46,501;224,269920854
"355030875A";2014;4;-23,622;-46,501;44,302971891
"355030875A";2014;5;-23,622;-46,501;38,537402199
"355030875A";2014;6;-23,622;-46,501;13,062654649
"355030875A";2014;7;-23,622;-46,501;29,114278693
"355030875A";2014;8;-23,622;-46,501;20,5771194788969
"355030875A";2014;9;-23,622;-46,501;64,68093735923
"355030875A";2014;10;-23,622;-46,501;9,32361502788626
"355030875A";2014;11;-23,622;-46,501;106,180082058925
"355030875A";2014;12;-23,622;-46,501;165,627670926
"355030875A";2015;1;-23,622;-46,501;240,73381615844
"355030875A";2015;2;-23,622;-46,501;267,153485603323
"355030875A";2015;3;-23,622;-46,501;216,529529214276
"355030876A";2015;3;-23,5;-46,473;175,96885476968
"355030878A";2015;3;-23,522;-46,695;238,965836366628
"355030879A";2014;12;-23,481;-46,604;172,81209962
"355030879A";2015;1;-23,481;-46,604;137,173180272052
"355030879A";2015;2;-23,481;-46,604;233,84240165629
"355030879A";2015;3;-23,481;-46,604;247,096616124543
"355030880A";2013;10;-23,609;-46,427;0,2
"355030880A";2013;11;-23,609;-46,427;140,117580396
"355030880A";2013;12;-23,609;-46,427;123,086180021
"355030880A";2014;1;-23,609;-46,427;135,186717136
"355030880A";2014;2;-23,609;-46,427;82,671420021
"355030880A";2014;3;-23,609;-46,427;249,439463905
"355030880A";2014;4;-23,609;-46,427;50,650940011
"355030880A";2014;5;-23,609;-46,427;43,725825312
"355030880A";2014;6;-23,609;-46,427;19,744853088
"355030880A";2014;7;-23,609;-46,427;28,145529165
"355030880A";2014;8;-23,609;-46,427;28,0628667280666
"355030880A";2014;9;-23,609;-46,427;82,9036358723981
"355030880A";2014;10;-23,609;-46,427;19,4274892056155
"355030880A";2014;11;-23,609;-46,427;100,630055434753
"355030880A";2014;12;-23,609;-46,427;208,430907524
"355030880A";2015;1;-23,609;-46,427;107,953026780648
"355030880A";2015;2;-23,609;-46,427;263,164242224199
"355030880A";2015;3;-23,609;-46,427;185,919
"355030881A";2013;10;-23,494;-46,417;0,2
"355030881A";2013;11;-23,494;-46,417;114,708272584
"355030881A";2013;12;-23,494;-46,417;80,520884551
"355030881A";2014;1;-23,494;-46,417;277,944626021
"355030881A";2014;2;-23,494;-46,417;153,187204111
"355030881A";2014;3;-23,494;-46,417;228,457677853
"355030881A";2014;4;-23,494;-46,417;108,779251347
"355030881A";2014;5;-23,494;-46,417;43,933264569
"355030881A";2014;6;-23,494;-46,417;3,17804
"355030881A";2014;7;-23,494;-46,417;42,445542622
"355030881A";2014;8;-23,494;-46,417;25,8587571491368
"355030881A";2014;9;-23,494;-46,417;71,9950976931637
"355030881A";2014;10;-23,494;-46,417;18,7583525521882
"355030881A";2014;11;-23,494;-46,417;143,373627272528
"355030881A";2014;12;-23,494;-46,417;277,435177426
"355030881A";2015;1;-23,494;-46,417;116,990439613415
"355030881A";2015;2;-23,494;-46,417;271,995464022038
"355030881A";2015;3;-23,494;-46,417;191,27887643043
"355030882A";2013;10;-23,647;-46,757;0,2
"355030882A";2013;11;-23,647;-46,757;154,972806306
"355030882A";2013;12;-23,647;-46,757;124,272994066
"355030882A";2014;1;-23,647;-46,757;172,071016306
"355030882A";2014;2;-23,647;-46,757;121,929737878
"355030882A";2014;3;-23,647;-46,757;333,997313553
"355030882A";2014;4;-23,647;-46,757;66,846644827
"355030882A";2014;5;-23,647;-46,757;66,062262265
"355030882A";2014;6;-23,647;-46,757;25,399169698
"355030882A";2014;7;-23,647;-46,757;29,122387555
"355030882A";2014;8;-23,647;-46,757;30,4033144315121
"355030882A";2014;9;-23,647;-46,757;70,5803794499426
"355030882A";2014;10;-23,647;-46,757;12,4722955704686
"355030882A";2014;11;-23,647;-46,757;21,377633532439
"355030882A";2014;12;-23,647;-46,757;312,255610663
"355030882A";2015;1;-23,647;-46,757;201,985861219935
"355030882A";2015;2;-23,647;-46,757;338,734208639992
"355030882A";2015;3;-23,647;-46,757;212,866033765651
"355030884A";2015;3;-23,545;-46,401;165,627230026381
"355030885A";2015;3;-23,44;-46,788;272,767344822864
"355030889A";2013;11;-23,686;-46,794;93,037714967
"355030889A";2013;12;-23,686;-46,794;77,480852314
"355030889A";2014;1;-23,686;-46,794;400,294542489
"355030889A";2014;2;-23,686;-46,794;175,472690595
"355030889A";2014;3;-23,686;-46,794;203,609617319
"355030889A";2014;4;-23,686;-46,794;20,33824155
"355030889A";2014;5;-23,686;-46,794;10,58536
"355030889A";2014;6;-23,686;-46,794;0,6
"355030889A";2014;7;-23,686;-46,794;37,442234599
"355030889A";2014;8;-23,686;-46,794;39,7041778111311
"355030889A";2014;9;-23,686;-46,794;59,3916464630521
"355030889A";2014;10;-23,686;-46,794;1,8
"355030889A";2014;11;-23,686;-46,794;102,391351741393
"355030889A";2014;12;-23,686;-46,794;303,583063404
"355030889A";2015;1;-23,686;-46,794;274,161915625797
"355030889A";2015;2;-23,686;-46,794;261,55648412428
"355030889A";2015;3;-23,686;-46,794;228,060849703014
"355030890A";2015;3;-23,518;-46,553;249,566998598901
"355030892A";2015;3;-23,555;-46,423;174,264586472694
"355030894A";2013;11;-23,623;-46,727;145,394366338
"355030894A";2013;12;-23,623;-46,727;69,798816642
"355030894A";2014;1;-23,623;-46,727;141,572188964
"355030894A";2014;2;-23,623;-46,727;91,614946114
"355030894A";2014;3;-23,623;-46,727;335,711487958
"355030894A";2014;4;-23,623;-46,727;73,140178295
"355030894A";2014;5;-23,623;-46,727;111,947368779
"355030894A";2014;6;-23,623;-46,727;23,680806569
"355030894A";2014;7;-23,623;-46,727;33,844493627
"355030894A";2014;8;-23,623;-46,727;31,0130854191799
"355030894A";2014;9;-23,623;-46,727;64,9278150755155
"355030894A";2014;10;-23,623;-46,727;14,8408454587057
"355030894A";2014;11;-23,623;-46,727;191,205361175171
"355030894A";2014;12;-23,623;-46,727;230,006823469
"355030894A";2015;1;-23,623;-46,727;223,571774053442
"355030894A";2015;2;-23,623;-46,727;337,198883870287
"355030894A";2015;3;-23,623;-46,727;206,671746995593
"355030895A";2013;11;-23,638;-46,78;92,452107241
"355030895A";2013;12;-23,638;-46,78;140,10465855
"355030895A";2014;1;-23,638;-46,78;196,469641554
"355030895A";2014;2;-23,638;-46,78;117,985581028
"355030895A";2014;3;-23,638;-46,78;326,422456179
"355030895A";2014;4;-23,638;-46,78;59,497938857
"355030895A";2014;5;-23,638;-46,78;66,23875971
"355030895A";2014;6;-23,638;-46,78;22,849749471
"355030895A";2014;7;-23,638;-46,78;22,073277869
"355030895A";2014;8;-23,638;-46,78;29,833578452493
"355030895A";2014;9;-23,638;-46,78;68,875428390365
"355030895A";2014;10;-23,638;-46,78;26,4965432151379
"355030895A";2014;11;-23,638;-46,78;78,3854220577927
"355030895A";2014;12;-23,638;-46,78;313,136914558
"355030895A";2015;1;-23,638;-46,78;207,845576685117
"355030895A";2015;2;-23,638;-46,78;367,346714330546
"355030895A";2015;3;-23,638;-46,78;230,190186881879
"355030896A";2015;3;-23,6;-46,789;201,819779955078
"355030897A";2015;3;-23,55;-46,743;165,778465295029
"355030898A";2014;12;-23,47888;-46,38121;198,16703398
"355030898A";2015;1;-23,47888;-46,38121;133,840892623305
"355030898A";2015;2;-23,47888;-46,38121;256,524868162076
"355030898A";2015;3;-23,47888;-46,38121;124,367485186124
"355030899A";2013;9;-23,649;-46,786;0,2
"355030899A";2013;11;-23,649;-46,786;77,282991091
"355030899A";2013;12;-23,649;-46,786;143,149039861
"355030899A";2014;1;-23,649;-46,786;273,074950847
"355030899A";2014;2;-23,649;-46,786;132,500116492
"355030899A";2014;3;-23,649;-46,786;297,860308271
"355030899A";2014;4;-23,649;-46,786;56,380339868
"355030899A";2014;5;-23,649;-46,786;68,086269788
"355030899A";2014;6;-23,649;-46,786;24,633808869
"355030899A";2014;7;-23,649;-46,786;25,011992306
"355030899A";2014;8;-23,649;-46,786;32,360147117005
"355030899A";2014;9;-23,649;-46,786;65,524122150585
"355030899A";2014;10;-23,649;-46,786;31,7607128253986
"355030899A";2014;11;-23,649;-46,786;119,2108393372
"355030899A";2014;12;-23,649;-46,786;353,626615333
"355030899A";2015;1;-23,649;-46,786;247,713024078022
"355030899A";2015;2;-23,649;-46,786;333,950501096782
"355030899A";2015;3;-23,649;-46,786;203,39195589126
"355040701A";2014;12;-22,5606;-47,9067;0,2
"355070402A";2014;4;-23,758;-45,764;546,864319653
"355070402A";2014;5;-23,758;-45,764;263,592841471
"355070402A";2014;6;-23,758;-45,764;110,15625272
"355070402A";2014;7;-23,758;-45,764;134,415917114
"355070402A";2014;8;-23,758;-45,764;75,8916110264152
"355070402A";2014;9;-23,758;-45,764;125,668436067423
"355070402A";2014;10;-23,758;-45,764;30,036826854166
"355070402A";2014;11;-23,758;-45,764;133,974340628106
"355070402A";2014;12;-23,758;-45,764;292,12411994
"355070402A";2015;1;-23,758;-45,764;386,246758090411
"355070402A";2015;2;-23,758;-45,764;428,943752738599
