"codigo";"ano";"mes";"latitude";"longitude";"mm.sum"
"350050101A";2014;12;-22,475;-46,628;254,4
"350050101A";2015;1;-22,475;-46,628;33,8
"350050101A";2015;2;-22,475;-46,628;283,2
"350050101A";2015;3;-22,475;-46,628;169,6
"350050102A";2014;12;-22,482;-46,593;185
"350050102A";2015;1;-22,482;-46,593;44,6
"350050102A";2015;2;-22,482;-46,593;273,2
"350050102A";2015;3;-22,482;-46,593;167,2
"350190501A";2014;12;-22,704;-46,818;168,521980094
"350190501A";2015;1;-22,704;-46,818;96,9473997203679
"350190501A";2015;2;-22,704;-46,818;234,104200102599
"350190502A";2014;12;-22,666;-46,753;150
"350190502A";2015;1;-22,666;-46,753;95,2
"350190502A";2015;2;-22,666;-46,753;13,8
"350190503A";2014;12;-22,722;-46,838;140,8
"350190503A";2015;1;-22,722;-46,838;115,8
"350190503A";2015;2;-22,722;-46,838;296
"350190503A";2015;3;-22,722;-46,838;132
"350250701A";2014;12;-22,86;-45,225;102,8
"350250701A";2015;1;-22,86;-45,225;61,8
"350250701A";2015;2;-22,86;-45,225;144,4
"350250701A";2015;3;-22,86;-45,225;167,6
"350250702A";2014;11;-22,8333;-45,2164;2,4
"350250702A";2014;12;-22,8333;-45,2164;103,4
"350250702A";2015;1;-22,8333;-45,2164;64
"350250702A";2015;2;-22,8333;-45,2164;165,6
"350250702A";2015;3;-22,8333;-45,2164;190,2
"350250703A";2014;11;-22,8681;-45,2603;0,2
"350250703A";2014;12;-22,8681;-45,2603;86,2
"350250703A";2015;1;-22,8681;-45,2603;76,2
"350250703A";2015;2;-22,8681;-45,2603;160,2
"350250703A";2015;3;-22,8681;-45,2603;148
"350250704A";2014;12;-22,839;-45,231;99,8
"350250704A";2015;1;-22,839;-45,231;61,2
"350250704A";2015;2;-22,839;-45,231;129,2
"350250704A";2015;3;-22,839;-45,231;222,2
"350270501A";2014;12;-24,507622;-48,848371;250
"350270501A";2015;1;-24,507622;-48,848371;318,8
"350270501A";2015;2;-24,507622;-48,848371;224,2
"350270501A";2015;3;-24,507622;-48,848371;178,2
"350270502A";2014;12;-24,489846;-48,845021;294
"350270502A";2015;1;-24,489846;-48,845021;220,6
"350270502A";2015;2;-24,489846;-48,845021;223,6
"350270502A";2015;3;-24,489846;-48,845021;176,4
"350270503A";2014;12;-24,549;-48,836;253,8
"350270503A";2015;1;-24,549;-48,836;190,6
"350270503A";2015;2;-24,549;-48,836;169,2
"350270503A";2015;3;-24,549;-48,836;24
"350275401A";2015;3;-23,4381;-47,0637;100,4
"350320801A";2014;12;-21,805;-48,178;180
"350320801A";2015;1;-21,805;-48,178;158,8
"350320801A";2015;2;-21,805;-48,178;133
"350320801A";2015;3;-21,805;-48,178;149
"350320802A";2014;12;-21,782;-48,155;212,8
"350320802A";2015;1;-21,782;-48,155;28,2
"350320803A";2014;12;-21,768;-48,181;234
"350320803A";2015;1;-21,768;-48,181;137,6
"350320803A";2015;2;-21,768;-48,181;142,4
"350320803A";2015;3;-21,768;-48,181;223,6
"350380201A";2014;12;-22,567;-47,154;207,699443376
"350380201A";2015;1;-22,567;-47,154;95,2960450916383
"350380201A";2015;2;-22,567;-47,154;218,50031362353
"350380201A";2015;3;-22,567;-47,154;174,908102795518
"350380202A";2014;12;-22,552;-47,167;206
"350380202A";2015;1;-22,552;-47,167;123,6
"350380202A";2015;2;-22,552;-47,167;221,8
"350380203A";2014;12;-22,581;-47,18;204,6
"350380203A";2015;1;-22,581;-47,18;102,6
"350380203A";2015;2;-22,581;-47,18;235
"350380203A";2015;3;-22,581;-47,18;158,8
"350390101A";2015;2;-23,3919;-46,3108;414,4
"350390101A";2015;3;-23,3919;-46,3108;185,2
"350410701A";2014;12;-23,1068;-46,50581;185,972502705
"350410701A";2015;1;-23,1068;-46,50581;112,604899972675
"350410701A";2015;2;-23,1068;-46,50581;278,587499671768
"350410701A";2015;3;-23,1068;-46,50581;182,380570327416
"350410702A";2014;12;-23,077;-46,64065;198,8
"350410702A";2015;1;-23,077;-46,64065;166,8
"350410702A";2015;2;-23,077;-46,64065;192,4
"350410702A";2015;3;-23,077;-46,64065;168,2
"350410703A";2014;12;-23,21842;-46,54781;171,2
"350410703A";2015;1;-23,21842;-46,54781;124,6
"350410703A";2015;2;-23,21842;-46,54781;216,4
"350410703A";2015;3;-23,21842;-46,54781;198,4
"350410704A";2014;12;-23,1487;-46,54671;159,8
"350410704A";2015;1;-23,1487;-46,54671;118,2
"350410704A";2015;2;-23,1487;-46,54671;303,8
"350410704A";2015;3;-23,1487;-46,54671;179,4
"350410706A";2014;12;-23,16773;-46,62687;129,2
"350410706A";2015;1;-23,16773;-46,62687;156,2
"350410706A";2015;2;-23,16773;-46,62687;183
"350410706A";2015;3;-23,16773;-46,62687;222,6
"350450301A";2014;12;-23,077;-48,925;173,186261422
"350450301A";2015;1;-23,077;-48,925;160,922535725353
"350450301A";2015;2;-23,077;-48,925;205,967007573547
"350450301A";2015;3;-23,077;-48,925;183,841565768422
"350450302A";2014;12;-23,101;-48,92;231
"350450302A";2015;1;-23,101;-48,92;197
"350450302A";2015;2;-23,101;-48,92;271,8
"350450302A";2015;3;-23,101;-48,92;203,2
"350450303A";2014;12;-23,111;-48,932;215,6
"350450303A";2015;1;-23,111;-48,932;191,6
"350450303A";2015;2;-23,111;-48,932;228,2
"350450303A";2015;3;-23,111;-48,932;154,8
"350450304A";2014;12;-23,117;-48,909;184,8
"350450304A";2015;1;-23,117;-48,909;51,6
"350490901A";2015;1;-22,679;-44,317;67,4
"350490901A";2015;2;-22,679;-44,317;270,6
"350490901A";2015;3;-22,679;-44,317;186
"350535101A";2014;12;-24,472;-49,025;156,6
"350535101A";2015;1;-24,472;-49,025;89,6
"350540101A";2014;12;-24,757;-48,505;120
"350540101A";2015;1;-24,757;-48,505;106,6
"350540101A";2015;2;-24,757;-48,505;191,6
"350540101A";2015;3;-24,757;-48,505;83,2
"350570801A";2014;7;-23,481;-46,88;40,708815988
"350570801A";2014;8;-23,481;-46,88;15,2305033521657
"350570801A";2014;9;-23,481;-46,88;0
"350570801A";2014;10;-23,481;-46,88;0
"350570801A";2014;11;-23,481;-46,88;0
"350570801A";2014;12;-23,481;-46,88;162,525073604
"350570801A";2015;1;-23,481;-46,88;165,151427610104
"350570801A";2015;2;-23,481;-46,88;130,49208
"350570801A";2015;3;-23,481;-46,88;245,589994750379
"350570802A";2014;12;-23,486;-46,805;152,8
"350570802A";2015;1;-23,486;-46,805;107,6
"350570802A";2015;2;-23,486;-46,805;194
"350570802A";2015;3;-23,486;-46,805;91,2
"350570803A";2014;12;-23,499;-46,905;206,4
"350570803A";2015;1;-23,499;-46,905;204,8
"350570803A";2015;2;-23,499;-46,905;189
"350570803A";2015;3;-23,499;-46,905;224,2
"350600301A";2014;12;-22,328;-49,102;10,2
"350600302A";2014;12;-22,31;-49,12;333,2
"350600302A";2015;1;-22,31;-49,12;174,4
"350600302A";2015;2;-22,31;-49,12;251,2
"350600302A";2015;3;-22,31;-49,12;188,2
"350600303A";2014;12;-22,38;-49,114;14,8
"350600304A";2014;12;-22,357;-49,094;247
"350600304A";2015;1;-22,357;-49,094;177,8
"350600304A";2015;2;-22,357;-49,094;245,4
"350600304A";2015;3;-22,357;-49,094;97,6
"350600305A";2014;12;-22,334;-49,057;124,6
"350600306A";2014;12;-22,236;-49,218;263,8
"350600306A";2015;1;-22,236;-49,218;259,8
"350600306A";2015;2;-22,236;-49,218;174,4
"350600306A";2015;3;-22,236;-49,218;233,4
"350600307A";2015;3;-22,2962;-49,0723;25,2
"350635901A";2014;4;-23,773;-45,954;437,279228154
"350635901A";2014;5;-23,773;-45,954;201,352945167
"350635901A";2014;6;-23,773;-45,954;140,775592655
"350635901A";2014;7;-23,773;-45,954;93,918590544
"350635901A";2014;8;-23,773;-45,954;10,6
"350635901A";2014;9;-23,773;-45,954;2
"350635901A";2014;10;-23,773;-45,954;17,6057723293019
"350635901A";2014;11;-23,773;-45,954;154,367660279739
"350635901A";2014;12;-23,773;-45,954;275,822043798
"350635901A";2015;1;-23,773;-45,954;370,932846649
"350635901A";2015;2;-23,773;-45,954;336,934301724296
"350635902A";2013;11;-23,847;-46,142;0,2
"350635902A";2013;12;-23,847;-46,142;69,360895942
"350635902A";2014;1;-23,847;-46,142;343,301739578
"350635902A";2014;2;-23,847;-46,142;312,892912578
"350635902A";2014;3;-23,847;-46,142;41,581145285
"350635902A";2014;9;-23,847;-46,142;0,2
"350635902A";2014;10;-23,847;-46,142;19,7623921653315
"350635902A";2014;11;-23,847;-46,142;122,148361730843
"350635902A";2014;12;-23,847;-46,142;341,367729663
"350635902A";2015;1;-23,847;-46,142;656,100246007762
"350635902A";2015;2;-23,847;-46,142;333,856656828369
"350635902A";2015;3;-23,847;-46,142;249,8
"350635903A";2014;11;-23,806;-46,088;122,591182287516
"350635903A";2014;12;-23,806;-46,088;343,452987705
"350635903A";2015;1;-23,806;-46,088;516,054077040154
"350635903A";2015;2;-23,806;-46,088;287,584864908933
"350635903A";2015;3;-23,806;-46,088;279,907697911241
"350660701A";2015;1;-23,58773;-46,04429;65
"350660701A";2015;2;-23,58773;-46,04429;253,6
"350660701A";2015;3;-23,58773;-46,04429;145,6
"350715901A";2014;12;-24,319;-49,142;203,4
"350715901A";2015;1;-24,319;-49,142;163,2
"350715901A";2015;2;-24,319;-49,142;214,4
"350715901A";2015;3;-24,319;-49,142;205,6
"350760501A";2015;3;-22,9468;-46,5412;47,2
"350760502A";2014;12;-22,96385;-46,544178;211,6
"350760502A";2015;1;-22,96385;-46,544178;156,6
"350760502A";2015;2;-22,96385;-46,544178;211,8
"350760502A";2015;3;-22,96385;-46,544178;184
"350760503A";2014;12;-22,947;-46,559;24,2
"350760504A";2014;12;-22,923033;-46,535295;199,4
"350760504A";2015;1;-22,923033;-46,535295;137,6
"350760504A";2015;2;-22,923033;-46,535295;239,2
"350760504A";2015;3;-22,923033;-46,535295;143
"350760505A";2014;12;-22,983;-46,464;197
"350760505A";2015;1;-22,983;-46,464;134,6
"350760505A";2015;2;-22,983;-46,464;63,6
"350840501A";2014;7;-23,307;-47,133;27,47891282
"350840502A";2014;7;-23,244;-47,06;46,27253397
"350840502A";2014;8;-23,244;-47,06;21,4062241872943
"350840502A";2014;9;-23,244;-47,06;52,5180767720779
"350840502A";2014;10;-23,244;-47,06;22,0702510560364
"350840502A";2014;11;-23,244;-47,06;160,110673899871
"350840502A";2014;12;-23,244;-47,06;142,12207065
"350840502A";2015;1;-23,244;-47,06;164,722901315466
"350840502A";2015;2;-23,244;-47,06;236,248768575504
"350840502A";2015;3;-23,244;-47,06;339,880599005684
"350840503A";2015;3;-23,354;-47,082;208,2
"350880101A";2014;12;-21,803;-49,61;247,6
"350880101A";2015;1;-21,803;-49,61;168,8
"350880101A";2015;2;-21,803;-49,61;216,4
"350900701A";2014;12;-23,33;-46,748;105,6
"350900701A";2015;1;-23,33;-46,748;151,8
"350900701A";2015;2;-23,33;-46,748;199,8
"350900701A";2015;3;-23,33;-46,748;247
"350900702A";2014;12;-23,395;-46,715;0
"350900702A";2015;1;-23,395;-46,715;0
"350900702A";2015;3;-23,395;-46,715;22,8585322635207
"350900704A";2014;12;-23,34621;-46,76283;16,8
"350900704A";2015;1;-23,34621;-46,76283;127,6
"350900704A";2015;2;-23,34621;-46,76283;155,6
"350900704A";2015;3;-23,34621;-46,76283;239
"350900705A";2014;12;-23,405;-46,673;0
"350900705A";2015;1;-23,405;-46,673;0
"350900705A";2015;3;-23,405;-46,673;30,2
"350920501A";2015;2;-23,329;-46,918;234,6
"350920501A";2015;3;-23,329;-46,918;230,2
"350920502A";2015;2;-23,313;-46,863;236,6
"350920502A";2015;3;-23,313;-46,863;286
"350920504A";2014;12;-23,364;-46,872;37
"350920504A";2015;1;-23,364;-46,872;113,4
"350920504A";2015;2;-23,364;-46,872;148
"350920504A";2015;3;-23,364;-46,872;280,4
"350925401A";2013;12;-24,725;-48,114;38,4
"350925401A";2014;1;-24,725;-48,114;113,853781469
"350925401A";2014;2;-24,725;-48,114;222,097172521
"350925401A";2014;3;-24,725;-48,114;136,723660346
"350925401A";2014;4;-24,725;-48,114;137,474652617
"350925401A";2014;5;-24,725;-48,114;55,355167475
"350925401A";2014;6;-24,725;-48,114;108,928870103
"350925401A";2014;7;-24,725;-48,114;21,044698928
"350925401A";2014;8;-24,725;-48,114;55,3271117876482
"350925401A";2014;9;-24,725;-48,114;91,682197740237
"350925402A";2013;10;-24,777;-48,2;0,2
"350925402A";2013;12;-24,777;-48,2;42,399125811
"350925402A";2014;1;-24,777;-48,2;129,044479307
"350925402A";2014;2;-24,777;-48,2;217,297941915
"350925402A";2014;3;-24,777;-48,2;130,908148256
"350925402A";2014;4;-24,777;-48,2;146,962239462
"350925402A";2014;5;-24,777;-48,2;49,836005991
"350925402A";2014;6;-24,777;-48,2;88,069800257
"350925402A";2014;7;-24,777;-48,2;10,360912405
"350925402A";2014;8;-24,777;-48,2;54,0158728589184
"350925402A";2014;9;-24,777;-48,2;106,917754926397
"350925402A";2014;10;-24,777;-48,2;13,669234097939
"350925402A";2014;11;-24,777;-48,2;142,267424273617
"350925402A";2014;12;-24,777;-48,2;102,552964551
"350925402A";2015;1;-24,777;-48,2;195,606405528343
"350925402A";2015;2;-24,777;-48,2;233,543482503276
"350925402A";2015;3;-24,777;-48,2;316,948490692476
"350950201A";2014;7;-22,977;-47,171;24,892708073
"350950201A";2014;8;-22,977;-47,171;16,787495856657
"350950201A";2014;9;-22,977;-47,171;67,9783811903756
"350950201A";2014;10;-22,977;-47,171;8,66337421557264
"350950201A";2014;11;-22,977;-47,171;205,81953963358
"350950201A";2014;12;-22,977;-47,171;228,8658889
"350950201A";2015;1;-22,977;-47,171;141,513302858662
"350950201A";2015;2;-22,977;-47,171;256,830166103435
"350950201A";2015;3;-22,977;-47,171;193,095568985169
"350950202A";2014;7;-22,831;-47,081;30,976638768
"350950202A";2014;8;-22,831;-47,081;7,69648040119236
"350950202A";2014;9;-22,831;-47,081;77,9893062495493
"350950202A";2014;10;-22,831;-47,081;11,6459550563016
"350950202A";2014;11;-22,831;-47,081;168,485062032855
"350950202A";2014;12;-22,831;-47,081;284,208347946
"350950202A";2015;1;-22,831;-47,081;168,419369643483
"350950202A";2015;2;-22,831;-47,081;263,887178525172
"350950202A";2015;3;-22,831;-47,081;266,158096545275
"350950204A";2014;7;-22,935;-47,096;17,580211772
"350950204A";2014;8;-22,935;-47,096;16,5517356197592
"350950204A";2014;9;-22,935;-47,096;84,1278080403261
"350950204A";2014;10;-22,935;-47,096;16,7333965233936
"350950204A";2014;11;-22,935;-47,096;161,272430178787
"350950204A";2014;12;-22,935;-47,096;198,069439166
"350950204A";2015;1;-22,935;-47,096;123,43265027751
"350950204A";2015;2;-22,935;-47,096;329,919072657683
"350950204A";2015;3;-22,935;-47,096;124,243072224897
"350950205A";2014;7;-22,878;-46,965;31,87607709
"350950205A";2014;8;-22,878;-46,965;16,7991042488385
"350950205A";2014;9;-22,878;-46,965;72,6585195680741
"350950205A";2014;10;-22,878;-46,965;11,6301990146503
"350950205A";2014;11;-22,878;-46,965;109,154375085738
"350950205A";2014;12;-22,878;-46,965;215,117897984
"350950205A";2015;1;-22,878;-46,965;155,188485234962
"350950205A";2015;2;-22,878;-46,965;303,988868888711
"350950205A";2015;3;-22,878;-46,965;184,622674931965
"350950206A";2014;7;-22,979;-47,133;25,292786823
"350950206A";2014;8;-22,979;-47,133;17,5775103345137
"350950206A";2014;9;-22,979;-47,133;71,9971177351617
"350950206A";2014;10;-22,979;-47,133;12,7852284422031
"350950206A";2014;11;-22,979;-47,133;193,060751890264
"350950206A";2014;12;-22,979;-47,133;212,476200986
"350950206A";2015;1;-22,979;-47,133;98,2127025392324
"350950206A";2015;2;-22,979;-47,133;270,086964918146
"350950206A";2015;3;-22,979;-47,133;224,002534735206
"350960101A";2014;7;-23,202;-46,717;31,298773276
"350960101A";2014;8;-23,202;-46,717;22,3070628533403
"350960101A";2014;9;-23,202;-46,717;70,6825739978458
"350960101A";2014;10;-23,202;-46,717;15,9556346891981
"350960101A";2014;11;-23,202;-46,717;105,067199352782
"350960101A";2014;12;-23,202;-46,717;145,157252962
"350960101A";2015;1;-23,202;-46,717;241,299333175675
"350960101A";2015;2;-23,202;-46,717;233,507955244836
"350960101A";2015;3;-23,202;-46,717;187,388587005544
"350960102A";2014;8;-23,201;-46,795;16,0808490521217
"350960102A";2014;9;-23,201;-46,795;60,668402706654
"350960102A";2014;10;-23,201;-46,795;42,5556166132326
"350960102A";2014;11;-23,201;-46,795;95,6053065823248
"350960102A";2014;12;-23,201;-46,795;216,417287995
"350960102A";2015;1;-23,201;-46,795;214,257014272237
"350960102A";2015;2;-23,201;-46,795;234,566044735195
"350960102A";2015;3;-23,201;-46,795;153,706792949671
"350960103A";2014;12;-23,217;-46,759;0
"350960103A";2015;1;-23,217;-46,759;0
"350970001A";2013;9;-22,742;-45,595;0,39268
"350970001A";2013;11;-22,742;-45,595;79,559825005
"350970001A";2013;12;-22,742;-45,595;343,792417783
"350970001A";2014;1;-22,742;-45,595;62,821604302
"350970001A";2014;2;-22,742;-45,595;122,41752862
"350970001A";2014;3;-22,742;-45,595;91,670413349
"350970001A";2014;4;-22,742;-45,595;62,822423831
"350970001A";2014;5;-22,742;-45,595;31,625824281
"350970001A";2014;6;-22,742;-45,595;27,986177444
"350970001A";2014;7;-22,742;-45,595;45,125614182
"350970001A";2014;8;-22,742;-45,595;17,8021658736026
"350970001A";2014;9;-22,742;-45,595;70,5435073739659
"350970001A";2014;10;-22,742;-45,595;79,4626016939605
"350970001A";2014;11;-22,742;-45,595;120,367366883366
"350970001A";2014;12;-22,742;-45,595;130,594627655
"350970001A";2015;1;-22,742;-45,595;106,231921362007
"350970001A";2015;2;-22,742;-45,595;185,385971089272
"350970001A";2015;3;-22,742;-45,595;203,904150290887
"350970003A";2013;9;-22,759247;-45,611953;0,392778431
"350970003A";2013;11;-22,759247;-45,611953;28,474430203
"350970003A";2013;12;-22,759247;-45,611953;210,769206567
"350970003A";2014;1;-22,759247;-45,611953;70,737311088
"350970003A";2014;2;-22,759247;-45,611953;64,450423063
"350970003A";2014;3;-22,759247;-45,611953;109,481451081
"350970003A";2014;4;-22,759247;-45,611953;83,934985881
"350970003A";2014;5;-22,759247;-45,611953;40,778116185
"350970003A";2014;6;-22,759247;-45,611953;29,793853775
"350970003A";2014;7;-22,759247;-45,611953;68,500710831
"350970003A";2014;8;-22,759247;-45,611953;22,5958403031184
"350970003A";2014;9;-22,759247;-45,611953;74,6813726368284
"350970003A";2014;10;-22,759247;-45,611953;81,2211622165896
"350970003A";2014;11;-22,759247;-45,611953;145,837828373202
"350970003A";2014;12;-22,759247;-45,611953;132,185075023
"350970003A";2015;1;-22,759247;-45,611953;74,1917521329657
"350970003A";2015;2;-22,759247;-45,611953;179,215543111243
"350970003A";2015;3;-22,759247;-45,611953;211,287195980736
"350970004A";2013;9;-22,739586;-45,595992;0,392706508
"350970004A";2013;11;-22,739586;-45,595992;34,132884248
"350970004A";2013;12;-22,739586;-45,595992;220,067097347
"350970004A";2014;1;-22,739586;-45,595992;55,770908473
"350970004A";2014;2;-22,739586;-45,595992;122,546813295
"350970004A";2014;3;-22,739586;-45,595992;98,23011027
"350970004A";2014;4;-22,739586;-45,595992;67,301061565
"350970004A";2014;5;-22,739586;-45,595992;33,620986173
"350970004A";2014;6;-22,739586;-45,595992;29,202442326
"350970004A";2014;7;-22,739586;-45,595992;45,916661429
"350970004A";2014;8;-22,739586;-45,595992;17,8154075865968
"350970004A";2014;9;-22,739586;-45,595992;71,527937116809
"350970004A";2014;10;-22,739586;-45,595992;81,1567179825208
"350970004A";2014;11;-22,739586;-45,595992;129,445061546392
"350970004A";2014;12;-22,739586;-45,595992;126,596957617
"350970004A";2015;1;-22,739586;-45,595992;108,672813698196
"350970004A";2015;2;-22,739586;-45,595992;181,430442260072
"350970004A";2015;3;-22,739586;-45,595992;189,730620509499
"350970005A";2014;10;-22,731;-45,577;66
"350970005A";2014;11;-22,731;-45,577;144
"350970005A";2014;12;-22,731;-45,577;144,2
"350970005A";2015;1;-22,731;-45,577;137,4
"350970005A";2015;2;-22,731;-45,577;184,6
"350970005A";2015;3;-22,731;-45,577;201,6
"350970006A";2014;10;-22,726;-45,616;49,8
"350970006A";2014;11;-22,726;-45,616;156
"350970006A";2014;12;-22,726;-45,616;131,4
"350970006A";2015;1;-22,726;-45,616;108,4
"350970006A";2015;2;-22,726;-45,616;251,8
"350970006A";2015;3;-22,726;-45,616;214,2
"350970008A";2014;10;-22,749;-45,614;88,2
"350970008A";2014;11;-22,749;-45,614;134,4
"350970008A";2014;12;-22,749;-45,614;135
"350970008A";2015;1;-22,749;-45,614;70,8
"350970008A";2015;2;-22,749;-45,614;90,8
"350970008A";2015;3;-22,749;-45,614;76,8
"350970009A";2014;10;-22,75;-45,58;103,6
"350970009A";2014;11;-22,75;-45,58;118,2
"350970009A";2014;12;-22,75;-45,58;137,2
"350970009A";2015;1;-22,75;-45,58;81,6
"350970009A";2015;2;-22,75;-45,58;196,6
"350970009A";2015;3;-22,75;-45,58;208
"350970011A";2014;12;-22,7501;-45,6038;115,2
"350970011A";2015;1;-22,7501;-45,6038;113,4
"350970011A";2015;2;-22,7501;-45,6038;217,4
"350970011A";2015;3;-22,7501;-45,6038;220,6
"350970012A";2014;12;-22,7541;-45,6213;97
"350970012A";2015;1;-22,7541;-45,6213;119
"350970012A";2015;2;-22,7541;-45,6213;203
"350970012A";2015;3;-22,7541;-45,6213;222,8
"350970013A";2014;12;-22,7439;-45,5549;5,4
"350990801A";2014;11;-25,001;-47,933;180,531471992813
"350990801A";2014;12;-25,001;-47,933;167,321365859
"350990801A";2015;1;-25,001;-47,933;220,116885894387
"350990801A";2015;2;-25,001;-47,933;2,17438
"351040101A";2014;12;-23,005;-47,513;158,6
"351040101A";2015;1;-23,005;-47,513;96,4
"351040101A";2015;2;-23,005;-47,513;178,4
"351040101A";2015;3;-23,005;-47,513;165,2
"351050003A";2013;9;-23,708;-45,468;15,419176696
"351050003A";2013;10;-23,708;-45,468;114,318938601
"351050003A";2013;11;-23,708;-45,468;102,774839086
"351050003A";2013;12;-23,708;-45,468;127,038167465
"351050003A";2014;1;-23,708;-45,468;110,315690746
"351050003A";2014;2;-23,708;-45,468;141,720997799
"351050003A";2014;3;-23,708;-45,468;115,659420986
"351050003A";2014;4;-23,708;-45,468;130,006072731
"351050003A";2014;5;-23,708;-45,468;78,89792252
"351050003A";2014;6;-23,708;-45,468;40,929075073
"351050003A";2014;7;-23,708;-45,468;51,052323169
"351050003A";2014;8;-23,708;-45,468;39,9501270566674
"351050003A";2014;9;-23,708;-45,468;89,9785918134778
"351050003A";2014;10;-23,708;-45,468;31,2654654265843
"351050003A";2014;11;-23,708;-45,468;112,503824080918
"351050003A";2014;12;-23,708;-45,468;165,84352843
"351050003A";2015;1;-23,708;-45,468;261,058002121055
"351050003A";2015;2;-23,708;-45,468;232,618061078211
"351050003A";2015;3;-23,708;-45,468;222,895345910831
"351050004A";2014;7;-23,571;-45,274;193,479586047
"351050004A";2014;8;-23,571;-45,274;69,3729831833969
"351050004A";2014;9;-23,571;-45,274;100,654866044602
"351050004A";2014;10;-23,571;-45,274;85,3228092682277
"351050004A";2014;11;-23,571;-45,274;139,063685177224
"351050004A";2014;12;-23,571;-45,274;175,828451762
"351050004A";2015;1;-23,571;-45,274;282,510103288055
"351050004A";2015;2;-23,571;-45,274;308,536497126385
"351050004A";2015;3;-23,571;-45,274;314,421676369575
"351050005A";2013;9;-23,569;-45,295;0,984662079
"351050005A";2013;10;-23,569;-45,295;42,136583582
"351050005A";2013;11;-23,569;-45,295;43,605043677
"351050005A";2013;12;-23,569;-45,295;48,439257274
"351050005A";2014;1;-23,569;-45,295;16,03759766
"351050005A";2014;2;-23,569;-45,295;17,941142059
"351050005A";2014;3;-23,569;-45,295;34,186601784
"351050005A";2014;4;-23,569;-45,295;40,421778699
"351050005A";2014;5;-23,569;-45,295;23,4536
"351050005A";2014;6;-23,569;-45,295;27,487281243
"351050005A";2014;7;-23,569;-45,295;148,983989595
"351050005A";2014;8;-23,569;-45,295;49,0793982128198
"351050005A";2014;9;-23,569;-45,295;88,6732250749286
"351050005A";2014;10;-23,569;-45,295;67,6678003974166
"351050005A";2014;11;-23,569;-45,295;117,787682350481
"351050005A";2014;12;-23,569;-45,295;162,150063719
"351050005A";2015;1;-23,569;-45,295;297,493709837305
"351050005A";2015;2;-23,569;-45,295;267,438104756141
"351050005A";2015;3;-23,569;-45,295;284,691846501412
"351050007A";2013;10;-23,607;-45,38;74,752772159
"351050007A";2013;11;-23,607;-45,38;0
"351050007A";2013;12;-23,607;-45,38;0
"351050007A";2014;1;-23,607;-45,38;8,315430214
"351050007A";2014;2;-23,607;-45,38;0,2
"351050007A";2014;3;-23,607;-45,38;0,4
"351050007A";2014;4;-23,607;-45,38;172,781031465
"351050007A";2014;5;-23,607;-45,38;44,689759515
"351050007A";2014;6;-23,607;-45,38;50,506288563
"351050007A";2014;7;-23,607;-45,38;180,514647744
"351050007A";2014;8;-23,607;-45,38;59,2105276569939
"351050007A";2014;9;-23,607;-45,38;109,203328753868
"351050007A";2014;10;-23,607;-45,38;62,1269597975491
"351050007A";2014;11;-23,607;-45,38;68,9711098095826
"351050007A";2014;12;-23,607;-45,38;156,079979371
"351050007A";2015;1;-23,607;-45,38;279,20856612405
"351050007A";2015;2;-23,607;-45,38;277,705706067873
"351050007A";2015;3;-23,607;-45,38;208,84368
"351050008A";2014;2;-23,629;-45,437;82,673817502
"351050008A";2014;3;-23,629;-45,437;234,819131059
"351050008A";2014;4;-23,629;-45,437;150,487342726
"351050008A";2014;5;-23,629;-45,437;79,917536682
"351050008A";2014;6;-23,629;-45,437;40,741584411
"351050008A";2014;7;-23,629;-45,437;99,118599217
"351050008A";2014;8;-23,629;-45,437;43,1394712355352
"351050008A";2014;9;-23,629;-45,437;93,4581414995593
"351050008A";2014;10;-23,629;-45,437;68,4123586563413
"351050008A";2014;11;-23,629;-45,437;65,6420089902975
"351050008A";2014;12;-23,629;-45,437;147,097025192
"351050008A";2015;1;-23,629;-45,437;163,518529525723
"351050008A";2015;2;-23,629;-45,437;259,201252405791
"351050008A";2015;3;-23,629;-45,437;194,0445
"351050010A";2013;10;-23,618;-45,39;201,330677719
"351050010A";2013;11;-23,618;-45,39;126,701160457
"351050010A";2013;12;-23,618;-45,39;153,700255421
"351050010A";2014;1;-23,618;-45,39;73,024051121
"351050010A";2014;2;-23,618;-45,39;72,978928695
"351050010A";2014;3;-23,618;-45,39;183,380863846
"351050010A";2014;4;-23,618;-45,39;159,123901381
"351050010A";2014;5;-23,618;-45,39;83,754575984
"351050010A";2014;6;-23,618;-45,39;57,107563334
"351050010A";2014;7;-23,618;-45,39;129,768132294
"351050010A";2014;8;-23,618;-45,39;49,8133208410098
"351050010A";2014;9;-23,618;-45,39;89,5150394187022
"351050010A";2014;10;-23,618;-45,39;51,686045448567
"351050010A";2014;11;-23,618;-45,39;57,3162837769373
"351050010A";2014;12;-23,618;-45,39;139,862436176
"351050010A";2015;1;-23,618;-45,39;351,562119053012
"351050010A";2015;2;-23,618;-45,39;296,422296902783
"351050010A";2015;3;-23,618;-45,39;267,07906741454
"351050011A";2014;2;-23,612;-45,423;97,379929872
"351050011A";2014;3;-23,612;-45,423;204,5111
"351050011A";2014;4;-23,612;-45,423;174,167012461
"351050011A";2014;5;-23,612;-45,423;80,422360153
"351050011A";2014;6;-23,612;-45,423;51,214806239
"351050011A";2014;7;-23,612;-45,423;134,460170817
"351050011A";2014;8;-23,612;-45,423;52,5946788515813
