"grid...1.";"grid...2.";"krigagem2.predict"
-25,101;-51,622;162,400164536698
-25,051;-51,622;162,400164536698
-25,001;-51,622;162,400164536698
-24,951;-51,622;162,400164536698
-24,901;-51,622;162,400164536698
-24,851;-51,622;162,400164536698
-24,801;-51,622;162,400164536698
-24,751;-51,622;162,400164536698
-24,701;-51,622;162,400164536698
-24,651;-51,622;162,400164536698
-24,601;-51,622;162,400164536698
-24,551;-51,622;162,400164536698
-24,501;-51,622;162,400164536698
-24,451;-51,622;162,400164536698
-24,401;-51,622;162,400164536698
-24,351;-51,622;162,400164536698
-24,301;-51,622;162,400164536698
-24,251;-51,622;162,400164536698
-24,201;-51,622;162,400164536698
-24,151;-51,622;162,400164536698
-24,101;-51,622;162,400164536698
-24,051;-51,622;162,400164536698
-24,001;-51,622;162,400164536698
-23,951;-51,622;162,400164536698
-23,901;-51,622;162,400164536698
-23,851;-51,622;162,400164536698
-23,801;-51,622;162,400164536698
-23,751;-51,622;162,400164536698
-23,701;-51,622;162,400164536698
-23,651;-51,622;162,400164536698
-23,601;-51,622;162,400164536698
-23,551;-51,622;162,400164536698
-23,501;-51,622;162,400164536698
-23,451;-51,622;162,400164536698
-23,401;-51,622;162,400164536698
-23,351;-51,622;162,400164536698
-23,301;-51,622;162,400164536698
-23,251;-51,622;162,400164536698
-23,201;-51,622;162,400164536698
-23,151;-51,622;162,400164536698
-23,101;-51,622;162,400164536698
-23,051;-51,622;162,400164536698
-23,001;-51,622;162,400164536698
-22,951;-51,622;162,400164536698
-22,901;-51,622;162,400164536698
-22,851;-51,622;162,400164536698
-22,801;-51,622;162,400164536698
-22,751;-51,622;162,400164536698
-22,701;-51,622;162,400164536698
-22,651;-51,622;162,400164536698
-22,601;-51,622;162,400164536698
-22,551;-51,622;162,400164536698
-22,501;-51,622;162,400164536698
-22,451;-51,622;162,400164536698
-22,401;-51,622;162,400164536698
-22,351;-51,622;162,400164536698
-22,301;-51,622;162,400164536698
-22,251;-51,622;162,400164536698
-22,201;-51,622;162,400164536698
-22,151;-51,622;162,400164536698
-22,101;-51,622;162,400164536698
-22,051;-51,622;162,400164536686
-22,001;-51,622;162,400164535487
-21,951;-51,622;162,400164460473
-21,901;-51,622;162,400161444439
-21,851;-51,622;162,400082410511
-21,801;-51,622;162,398726703192
-21,751;-51,622;162,383516449961
-21,701;-51,622;162,272484081562
-21,651;-51,622;161,751057325978
-21,601;-51,622;160,211899234644
-21,551;-51,622;157,50741475763
-21,501;-51,622;155,143890831853
-21,451;-51,622;155,261769473152
-21,401;-51,622;157,741913290735
-21,351;-51,622;160,383725421516
-21,301;-51,622;161,821150114058
-21,251;-51,622;162,289874372029
-21,201;-51,622;162,386228866868
-21,151;-51,622;162,398996482949
-21,101;-51,622;162,400099592277
-21,051;-51,622;162,40016214137
-21,001;-51,622;162,400164478094
-20,951;-51,622;162,400164535747
-20,901;-51,622;162,400164536688
-20,851;-51,622;162,400164536698
-20,801;-51,622;162,400164536698
-20,751;-51,622;162,400164536698
-20,701;-51,622;162,400164536698
-20,651;-51,622;162,400164536698
-20,601;-51,622;162,400164536698
-20,551;-51,622;162,400164536698
-20,501;-51,622;162,400164536698
-20,451;-51,622;162,400164536698
-20,401;-51,622;162,400164536698
-20,351;-51,622;162,400164536698
-20,301;-51,622;162,400164536698
-20,251;-51,622;162,400164536698
-20,201;-51,622;162,400164536698
-25,101;-51,572;162,400164536698
-25,051;-51,572;162,400164536698
-25,001;-51,572;162,400164536698
-24,951;-51,572;162,400164536698
-24,901;-51,572;162,400164536698
-24,851;-51,572;162,400164536698
-24,801;-51,572;162,400164536698
-24,751;-51,572;162,400164536698
-24,701;-51,572;162,400164536698
-24,651;-51,572;162,400164536698
-24,601;-51,572;162,400164536698
-24,551;-51,572;162,400164536698
-24,501;-51,572;162,400164536698
-24,451;-51,572;162,400164536698
-24,401;-51,572;162,400164536698
-24,351;-51,572;162,400164536698
-24,301;-51,572;162,400164536698
-24,251;-51,572;162,400164536698
-24,201;-51,572;162,400164536698
-24,151;-51,572;162,400164536698
-24,101;-51,572;162,400164536698
-24,051;-51,572;162,400164536698
-24,001;-51,572;162,400164536698
-23,951;-51,572;162,400164536698
-23,901;-51,572;162,400164536698
-23,851;-51,572;162,400164536698
-23,801;-51,572;162,400164536698
-23,751;-51,572;162,400164536698
-23,701;-51,572;162,400164536698
-23,651;-51,572;162,400164536698
-23,601;-51,572;162,400164536698
-23,551;-51,572;162,400164536698
-23,501;-51,572;162,400164536698
-23,451;-51,572;162,400164536698
-23,401;-51,572;162,400164536698
-23,351;-51,572;162,400164536698
-23,301;-51,572;162,400164536698
-23,251;-51,572;162,400164536698
-23,201;-51,572;162,400164536698
-23,151;-51,572;162,400164536698
-23,101;-51,572;162,400164536698
-23,051;-51,572;162,400164536698
-23,001;-51,572;162,400164536698
-22,951;-51,572;162,400164536698
-22,901;-51,572;162,400164536698
-22,851;-51,572;162,400164536698
-22,801;-51,572;162,400164536698
-22,751;-51,572;162,400164536698
-22,701;-51,572;162,400164536698
-22,651;-51,572;162,400164536698
-22,601;-51,572;162,400164536698
-22,551;-51,572;162,400164536698
-22,501;-51,572;162,400164536698
-22,451;-51,572;162,400164536698
-22,401;-51,572;162,400164536698
-22,351;-51,572;162,400164536698
-22,301;-51,572;162,400164536698
-22,251;-51,572;162,400164536698
-22,201;-51,572;162,400164536698
-22,151;-51,572;162,400164536698
-22,101;-51,572;162,400164536699
-22,051;-51,572;162,400164536715
-22,001;-51,572;162,400164536185
-21,951;-51,572;162,400164446076
-21,901;-51,572;162,400159790399
-21,851;-51,572;162,400025081354
-21,801;-51,572;162,39761020507
-21,751;-51,572;162,369955122378
-21,701;-51,572;162,166107297236
-21,651;-51,572;161,204368369402
-21,601;-51,572;158,359200233768
-21,551;-51,572;153,35433987437
-21,501;-51,572;148,976895753024
-21,451;-51,572;149,19124536618
-21,401;-51,572;153,779328970448
-21,351;-51,572;158,668171582397
-21,301;-51,572;161,328498659168
-21,251;-51,572;162,196031255406
-21,201;-51,572;162,374371153403
-21,151;-51,572;162,398002590052
-21,101;-51,572;162,400044331066
-21,051;-51,572;162,400160103181
-21,001;-51,572;162,400164428227
-20,951;-51,572;162,400164534938
-20,901;-51,572;162,400164536679
-20,851;-51,572;162,400164536698
-20,801;-51,572;162,400164536698
-20,751;-51,572;162,400164536698
-20,701;-51,572;162,400164536698
-20,651;-51,572;162,400164536698
-20,601;-51,572;162,400164536698
-20,551;-51,572;162,400164536698
-20,501;-51,572;162,400164536698
-20,451;-51,572;162,400164536698
-20,401;-51,572;162,400164536698
-20,351;-51,572;162,400164536698
-20,301;-51,572;162,400164536698
-20,251;-51,572;162,400164536698
-20,201;-51,572;162,400164536698
-25,101;-51,522;162,400164536698
-25,051;-51,522;162,400164536698
-25,001;-51,522;162,400164536698
-24,951;-51,522;162,400164536698
-24,901;-51,522;162,400164536698
-24,851;-51,522;162,400164536698
